('verpakking', 0.4202599394357193)
('pvc', 0.24458337227469026)
('verpakkingsindustrie', 0.24458337227469026)
('raamovereenkomst', 0.214997103042906)
('schadelijkheid', 0.19769024500607205)


('asbest', 0.5293201767003453)
('brand', 0.3239187271295402)
('pand', 0.2671692597404414)
('vrijkomen', 0.25532111922115064)
('asbestbranden', 0.1335846298702207)


('bijstand', 0.3910785553729218)
('vliegveld', 0.38759700674951364)
('beperking', 0.33598900952892025)
('gebrekkig', 0.21092597239309163)
('assistentie', 0.1955392776864609)


('spoorlijn', 0.42129189307113984)
('commissie', 0.30534190865592326)
('prorail', 0.2714287122348711)
('detectieproblematiek', 0.23963344263937403)
('goudaalphen', 0.23963344263937403)


('werknemer', 0.39795750110496736)
('schiphol', 0.3363208261436301)
('rondpompen', 0.2498547976823119)
('onzeker', 0.21963086526887027)
('contract', 0.17967699987356492)


('kpi', 0.6801991655340436)
('bodemwaarde', 0.2550746870752663)
('zitplaatsgarantiescore', 0.2550746870752663)
('wijzigen', 0.20968734034535433)
('strike', 0.1700497913835109)


('militair', 0.6384250668118472)
('schengengebied', 0.21280835560394906)
('berekenen', 0.18563052718214368)
('materieel', 0.17200734280266303)
('transport', 0.16137981783559788)


('media', 0.3112296467453765)
('vertraging', 0.22391960117787146)
('druk', 0.2180725552435777)
('anderhalf', 0.19252744754933834)
('grondwaterproblematiek', 0.19252744754933834)


('vogelaanvaring', 0.2936032673070764)
('aanwijzing', 0.2025598515723661)
('ovv', 0.2025598515723661)
('verbeek', 0.20040403208921706)
('alderstafel', 0.17616196038424584)


('oudejaarsavond', 0.6492566775146423)
('ovketen', 0.2597026710058569)
('uur', 0.22653595340564453)
('gewoon', 0.17849558254620593)
('doorwerken', 0.12985133550292846)


('geding', 0.39108084105916435)
('onrust', 0.3591471737442932)
('lvnl', 0.274839193499675)
('aspect', 0.26072056070610955)
('geschreven', 0.18127607593816467)


('uber', 0.8126007143293903)
('taxichauffeur', 0.23810122207217846)
('app', 0.1805779365176423)
('taxibedrijf', 0.1805779365176423)
('hof', 0.1459563509197626)


('bestuurlijk', 0.29650570691523853)
('overleg', 0.294112126962001)
('agenda', 0.24455890811672756)
('transparantie', 0.21497559821597748)
('verslag', 0.21497559821597748)


('ovfiets', 0.38444419070883173)
('ovfietsverhuurlocatie', 0.38444419070883173)
('metropassagier', 0.19222209535441587)
('mobiliteitssysteem', 0.19222209535441587)
('ovconcessiehouder', 0.19222209535441587)


('baanvak', 0.3604859364886833)
('budelweert', 0.3604859364886833)
('lijn', 0.23806690907673558)
('gijs', 0.18024296824434166)
('goederentrein', 0.18024296824434166)


('elektrisch', 0.34468773032273087)
('bord', 0.3160006477385078)
('brandstof', 0.2725150374252193)
('bewegwijzeringsbord', 0.23965750536786407)
('opladen', 0.23965750536786407)


('prorail', 0.458539444229487)
('gebeurtenis', 0.3050192373059347)
('winterweer', 0.20334615820395646)
('winter', 0.20334615820395646)
('evaluatie', 0.13452399476011212)


('omwaaien', 0.3514021208094896)
('weersomstandigheid', 0.3030448285123244)
('vrachtwagen', 0.22640033358490544)
('alarmeren', 0.1998797065533274)
('ketenpartner', 0.1998797065533274)


('gouda', 0.6784989438246244)
('variant', 0.2727233092297463)
('bereikbaarheid', 0.22920446468976535)
('afrit', 0.21082810251315148)
('gouds', 0.11992033276990269)


('claires', 0.43389932379995233)
('product', 0.35942321691925455)
('nvwa', 0.30992808842853736)
('asbest', 0.2328444899261853)
('canada', 0.21154682353661025)


('werknemer', 0.3732680048275531)
('werkvloer', 0.31570308368471256)
('rijkswaterstaat', 0.31480759507786055)
('melding', 0.20134128341780133)
('ongewenst', 0.17167070740349516)


('chauffeur', 0.3742639976817348)
('weeralarm', 0.25743558600227345)
('code', 0.22629463604124628)
('rood', 0.22629463604124628)
('storm', 0.22629463604124628)


('atm', 0.587837709955387)
('afvalwater', 0.42040280482388176)
('genx', 0.3942897363323922)
('genxafval', 0.14860699404393288)
('genxvervuiling', 0.12011508709253765)


('werknemer', 0.48685999363592686)
('custompowders', 0.4585073966633083)
('jacobdeboer', 0.3056715977755389)
('toxicoloog', 0.2686957310018162)
('szw', 0.21981629388081997)


('bewindsman', 0.5050324719315508)
('rutteiii', 0.3366883146210339)
('kabinet', 0.27896612693924466)
('wagenpark', 0.2721362240985069)
('groen', 0.24212121129854516)


('verkeersveiligheid', 0.34921136847380235)
('streep', 0.321213508170551)
('stuk', 0.22529639016014355)
('snelweg', 0.22529639016014355)
('gelderland', 0.22529639016014355)


('prorail', 0.33975429061811685)
('station', 0.31850359135184353)
('hellingbaan', 0.29995533501948335)
('verbetering', 0.24658203894640424)
('toegankelijkheid', 0.215705582571594)


('kernramp', 0.6249229821833835)
('nederlandbelgi', 0.2548620269368266)
('duitsland', 0.22480587309195357)
('tihange', 0.20849913023675187)
('oefenen', 0.19328946958115392)


('harderwijk', 0.3900734686462144)
('royalhaskoning', 0.3900734686462144)
('waarderen', 0.31911375703422507)
('forens', 0.22187620913509967)
('intercitys', 0.22187620913509967)


('vogelaanvaring', 0.3177646298863928)
('dutchmil', 0.3012441550267562)
('hoogte', 0.29218518132297017)
('thermiek', 0.18074649301605372)
('vogel', 0.1588823149431964)


('kool', 0.36585513222637034)
('havenbedrijf', 0.3143187009847524)
('klimaatdoelstelling', 0.2217832411926937)
('rotterdam', 0.2020883704124842)
('aandeelhouder', 0.1885912205908514)


('vliegbeweging', 0.2750349822899946)
('gebruiksruimte', 0.2561335697959809)
('luchthavenbesluit', 0.2208864122853534)
('lelystadairport', 0.2005227963521313)
('geluidsprofiel', 0.17075571319732058)


('buurtbus', 0.49708970433513266)
('omissie', 0.33929724955889934)
('rolstoelpassagier', 0.29825382260107963)
('vervoer', 0.2287116893216511)
('lijnbus', 0.2261981663725996)


('pallasreactor', 0.5932485792338341)
('technetium', 0.4499246301541196)
('productie', 0.21498592361957164)
('businesscase', 0.19774952641127805)
('ontwikkeling', 0.19718007598087503)


('randstad', 0.42904028601996563)
('leeuwarden', 0.35387387642129314)
('supersnel', 0.35387387642129314)
('trein', 0.2863403474411371)
('afstemmen', 0.17693693821064657)


('heerenveen', 0.6095296679867698)
('geluid', 0.23829242136464798)
('verrichten', 0.22896541155220504)
('werkzaamheid', 0.22896541155220504)
('snelweg', 0.21375943165506023)


('strekking', 0.29829493624558506)
('risicos', 0.22826763174369644)
('beschrijven', 0.20900945537657456)
('automatisering', 0.18452600288185195)
('biohacking', 0.18452600288185195)


('interimvliegtuig', 0.25790995204858685)
('leasebedrag', 0.25790995204858685)
('security', 0.25790995204858685)
('passende', 0.22671161993017863)
('tijdelijk', 0.22497218320412668)


('afwijzing', 0.4153463210868419)
('brief', 0.22942594975905672)
('afwijst', 0.20767316054342094)
('bijvoegen', 0.20767316054342094)
('versturen', 0.20767316054342094)


('eiland', 0.42194019014524425)
('ameland', 0.34104305125877793)
('veerboot', 0.34104305125877793)
('visie', 0.27349896017077363)
('bereikbaar', 0.22736203417251863)


('universiteitleiden', 0.4056829051536069)
('oppervlaktewater', 0.38898265698929907)
('kwaliteit', 0.3446152067489122)
('rik', 0.2704552701024046)
('data', 0.20502349228377229)


('voegconstructie', 0.3857424737521856)
('geluidshinder', 0.33140459866341787)
('niftrik', 0.2893068553141392)
('rws', 0.2893068553141392)
('type', 0.24575731560640865)


('elektriciteit', 0.38703923084033504)
('tarief', 0.3558833086068047)
('bonaire', 0.2902794231302513)
('elektriciteitstarief', 0.22015031584551142)
('betaalbaar', 0.19351961542016752)


('fietsen', 0.3570636396917728)
('fiets', 0.31387108380151785)
('werkgever', 0.25677363068019704)
('fiscaal', 0.2380424264611819)
('leasefiets', 0.2380424264611819)


('softwareupdate', 0.3942657743183634)
('update', 0.3942657743183634)
('berichtgeving', 0.29898515336832815)
('duidelijkheid', 0.2835266408309061)
('rdw', 0.1971328871591817)


('paalgraven', 0.4068794206598062)
('geluidsoverlast', 0.259223707527432)
('ravenstein', 0.2466523734118413)
('sintoedenrode', 0.2034397103299031)
('tweelaags', 0.2034397103299031)


('burgemeester', 0.3845506710471684)
('vuurpijl', 0.338184840665874)
('hulpverlener', 0.29727597734865985)
('vier', 0.19666342542379164)
('verbod', 0.19152809972653373)


('deliveroo', 0.7429774212518928)
('aangaan', 0.24765914041729764)
('schiphol', 0.23811809178714916)
('samenwerking', 0.22904020953427942)
('staatsbedrijf', 0.2177008078538347)


('wageningen', 0.4370450086229361)
('unilever', 0.29136333908195744)
('bereikbaarheid', 0.2784422650520837)
('via', 0.25953217514886945)
('universiteit', 0.25611828495510136)


('storing', 0.6390114225305701)
('botlekbrug', 0.3343323287238594)
('spijkenisserbrug', 0.22288821914923962)
('spijkernisserbrug', 0.22288821914923962)
('file', 0.1420025383401267)


('huurder', 0.5006306855177474)
('asbesthoudend', 0.40050454841419786)
('renovatie', 0.26404284006637163)
('recht', 0.24692983410896926)
('verwijderen', 0.19837156653225313)


('ameland', 0.31455724731471135)
('grotendeels', 0.2594478795832433)
('holwerd', 0.22806351054140836)
('permanent', 0.20970483154314093)
('kamerbrief', 0.19667914149957336)


('tolheffing', 0.38088052250616306)
('zeeuwsvlaanderen', 0.38088052250616306)
('publiek', 0.30785561222747054)
('tol', 0.25392034833744204)
('westerscheldetunnel', 0.25392034833744204)


('cruiseschip', 0.5197260318016272)
('reder', 0.2598630159008136)
('onderhoud', 0.20725277350992577)
('opleggen', 0.1969938430676732)
('rotterdam', 0.19138829840213156)


('eindberging', 0.3845214006354097)
('kernafval', 0.33800738956925647)
('covra', 0.2883910504765573)
('berging', 0.2186200338773274)
('bepalen', 0.2186200338773274)


('file', 0.361050807943444)
('ongeluk', 0.23370157241508457)
('wachten', 0.20964122572701185)
('inspecteur', 0.19926223562683212)
('berger', 0.19926223562683212)


('spitsstrook', 0.7760392735216577)
('opwaardering', 0.1961848682808107)
('rijbaan', 0.1961848682808107)
('doorstroming', 0.12956157361968354)
('buiten', 0.12095717057667561)


('pfib', 0.5496817632615173)
('chemours', 0.5000354019616172)
('vrijkomen', 0.2101220224927577)
('informeren', 0.11348422933647118)
('aanspannen', 0.10993635265230345)


('kalf', 0.7407805903990384)
('transport', 0.242327467911932)
('vrachtwagen', 0.14807109471717952)
('diertransport', 0.13072598654100676)
('moeder', 0.13072598654100676)


('realiseren', 0.26060465093133817)
('luchtvaartbelang', 0.2524573235869931)
('windpark', 0.2524573235869931)
('windplan', 0.2524573235869931)
('blauw', 0.2219185740566621)


('amsterdam', 0.34301589239033886)
('hoofdkantoor', 0.286726019918839)
('taxi', 0.286726019918839)
('ilt', 0.2501081411174826)
('controle', 0.15837961262875824)


('rampenplan', 0.5528873482403438)
('fukushima', 0.2736140108814794)
('gevacueerd', 0.2736140108814794)
('lingen', 0.2736140108814794)
('kernramp', 0.2211549392961375)


('stoken', 0.40960400354522186)
('houtstook', 0.3600558506409629)
('hout', 0.3310720392119733)
('fijnstof', 0.25254007487872454)
('houtrook', 0.20480200177261093)


('draaibrug', 0.5316549613622252)
('storing', 0.4064621503427658)
('afsluitdijk', 0.24181837572003367)
('brugkornwerderzand', 0.2126619845448901)
('frysln', 0.1869371175124563)


('spoor', 0.38819774143051355)
('amsterdamcentraalstation', 0.3513911654865449)
('financiering', 0.2840201480253805)
('extra', 0.22742328704902)
('optie', 0.19978380494796244)


('klimaatstresstest', 0.49708534245987424)
('gemeente', 0.22424545136776322)
('klimaatadaptatie', 0.18640700342245284)
('wijk', 0.16075508666687585)
('klimaatverandering', 0.14574967729324262)


('trilling', 0.4863173246804719)
('rosmalen', 0.2917903948082831)
('bewoner', 0.2686283913798592)
('spoor', 0.2686283913798592)
('postdictie', 0.19452692987218875)


('vertrekhal', 0.3412558413199418)
('drukte', 0.29997549137500956)
('schiphol', 0.29529808852789863)
('checkin', 0.1706279206599709)
('slotcordinatie', 0.1706279206599709)


('milieuzone', 0.6026864140338458)
('wirwar', 0.3514795714038533)
('maastricht', 0.24700867901026216)
('ondernemer', 0.18453655058500984)
('dammen', 0.1629198640975599)


('milieuzone', 0.42121630138072774)
('indeling', 0.27327446305210856)
('ministerpresident', 0.27327446305210856)
('arnhem', 0.22088049180219987)
('bebording', 0.22088049180219987)


('gezondheidsverklaring', 0.406836978149578)
('lang', 0.209687759704307)
('oud', 0.20567888335096823)
('doorlooptijd', 0.203418489074789)
('ongebruikelijk', 0.203418489074789)


('eindhoven', 0.42453608126418546)
('belasting', 0.3610001248061262)
('vliegtaks', 0.26544418452102875)
('lokaal', 0.2361118776245267)
('heffen', 0.23085111661980118)


('namens', 0.35987725855101227)
('inbrengen', 0.29682797785890974)
('corsia', 0.22262098339418232)
('voorstellen', 0.21345661974455457)
('biobrandstof', 0.1956914162282363)


('geluidsscherm', 0.31787017240402193)
('scherm', 0.3049057847791853)
('fijnstof', 0.2851443910975348)
('meter', 0.26192507974228385)
('vervoersysteem', 0.2312430695169925)


('geluidsoverlast', 0.4051529133073123)
('rijkswaterstaat', 0.3905128682034509)
('wosnl', 0.2119769885471953)
('geluidswal', 0.18633498273227606)
('maximum', 0.1456933650723551)


('kornwerderzand', 0.3371621607120462)
('afsluitdijk', 0.31621953498646227)
('sluis', 0.28670256185176685)
('projectvoorstel', 0.2780924884713472)
('brug', 0.2571855887170714)


('aboma', 0.4132490366850501)
('werkbak', 0.4132490366850501)
('hijskraan', 0.33059922934804004)
('uitzonderingssituatie', 0.33059922934804004)
('beslissystematiek', 0.24794942201103)


('asbest', 0.5239971703718876)
('transport', 0.20056609786091098)
('hoogmade', 0.19836189268333423)
('nietluchtdoorlatende', 0.19836189268333423)
('professional', 0.19836189268333423)


('derdenland', 0.2918838477509858)
('maasvlakte', 0.2918838477509858)
('eerlijk', 0.20061394531812615)
('ontbreken', 0.18595979383446237)
('behandeling', 0.1799600788296154)


('vliegtaks', 0.6307080480757057)
('verkennen', 0.18921241442271172)
('route', 0.183828293661348)
('overlegmoment', 0.1663988000574866)
('stap', 0.15069170497223713)


('effectiviteit', 0.40525569323487576)
('luchtwasser', 0.38008347850990104)
('inhoud', 0.2403722612494304)
('rapport', 0.203779230383382)
('aannemen', 0.19437885422797427)


('grond', 0.5128483133590297)
('pfoa', 0.3012956825398649)
('blusschuim', 0.29808902980208835)
('vervuilen', 0.24152427759110215)
('blusinstallatie', 0.1987260198680589)


('academies', 0.24993283347061962)
('ophetgebiedvan', 0.21090297020799223)
('scientific', 0.20201407243815944)
('advisorycouncil', 0.19994626677649568)
('auteur', 0.19994626677649568)


('brussel', 0.3217062067680646)
('kopen', 0.2011490789112968)
('reis', 0.2011490789112968)
('trein', 0.14313724533807712)
('dag', 0.13695379234613733)


('noordzee', 0.45361747570738564)
('vistuigafval', 0.45361747570738564)
('afval', 0.256902387918743)
('ronddrijven', 0.22680873785369282)
('visnet', 0.22680873785369282)


('slib', 0.6507687001839995)
('storten', 0.24666347143129397)
('zandwinput', 0.21692290006133316)
('toezicht', 0.18427865108077443)
('onverantwoord', 0.15599482678916254)


('plasticsoep', 0.5584803935577384)
('visserij', 0.4886703443630211)
('scheepvaartsector', 0.30368637237888946)
('scheepvaart', 0.1964215193702208)
('onderzoeker', 0.1964215193702208)


('auto', 0.29719442138642566)
('differentiatie', 0.2690162331245001)
('straf', 0.2690162331245001)
('maatregel', 0.2299406750330957)
('onevenredig', 0.20393260436495397)


('coa', 0.3997984381531907)
('onderzoekscommissie', 0.3997984381531907)
('medewerker', 0.2391433084416242)
('apel', 0.19989921907659536)
('binnenklimaat', 0.19989921907659536)


('slot', 0.45976313784285416)
('juridisch', 0.41965714133496534)
('uitgeven', 0.34597019795115835)
('eigendomsrecht', 0.24054919069781824)
('intrekken', 0.24054919069781824)


('bonaire', 0.5340801268683801)
('elektriciteit', 0.5340801268683801)
('analyse', 0.25805868092133993)
('water', 0.225499611527531)
('kleinverbruiker', 0.20252539320385501)


('asbestsaneerder', 0.334554693139157)
('asbestdak', 0.2704116745120831)
('onderdeel', 0.23947108716023785)
('gelderland', 0.20626865588500912)
('procent', 0.19455239866696777)


('nijhuis', 0.4602652323510193)
('heer', 0.31634372667814115)
('connectiviteit', 0.2630087042005825)
('jaarbasis', 0.2630087042005825)
('selectiviteitsbeleid', 0.19725652815043684)


('botsing', 0.33976321636982926)
('veiligheid', 0.24506855751843215)
('geding', 0.24433245209221613)
('elkaar', 0.21646383708964206)
('schiphol', 0.19600431933615156)


('igj', 0.7109970064742063)
('benschop', 0.30471300277465985)
('heer', 0.2792420256544836)
('subsidie', 0.1565154536890325)
('schipholgroup', 0.11904581928539498)


('westland', 0.6157303661865876)
('perceel', 0.3078651830932938)
('sanering', 0.2488392522701779)
('gemeente', 0.1997739060939919)
('brand', 0.18662943920263342)


('paasvuur', 0.5187919090373292)
('immaterieel', 0.2593959545186646)
('erfgoed', 0.20966286189228914)
('cultural', 0.1296979772593323)
('daggemiddelde', 0.1296979772593323)


('reparatie', 0.41443018422163763)
('spoorbrug', 0.41443018422163763)
('weener', 0.2762867894810918)
('duren', 0.25897962364532173)
('werk', 0.22891990080728378)


('passagiersstroom', 0.24930344407587857)
('rechter', 0.23314572011487655)
('schiphol', 0.21814768981167762)
('grensproces', 0.1890737943559002)
('paspoortcontrole', 0.1890737943559002)


('schiphol', 0.2912387135213456)
('afweten', 0.2524235240645859)
('dilemma', 0.2524235240645859)
('terugvlieten', 0.2524235240645859)
('vakantie', 0.2524235240645859)


('makeupproduct', 0.47438053143036724)
('asbest', 0.4385969425642015)
('product', 0.37612591438018783)
('claires', 0.2501979731057226)
('aantreffen', 0.2417830421343028)


('vrouw', 0.466185037431809)
('man', 0.466185037431809)
('beloningsverschil', 0.3295808509651693)
('beloning', 0.24718563822387696)
('loonverschil', 0.24718563822387696)


('overeenkomst', 0.45635824624192856)
('bilateraal', 0.2886426724559862)
('londen', 0.25384060812606535)
('belgi', 0.234756956579674)
('verdrag', 0.18254329849677142)


('cbr', 0.41236341566218315)
('rijschool', 0.38263357962706535)
('wachttijd', 0.38263357962706535)
('examen', 0.25508905308471025)
('inlopen', 0.25508905308471025)


('viaduct', 0.5050644457864897)
('brug', 0.3852606014724085)
('honderd', 0.2842156020963467)
('instortingsgevaar', 0.2499473160402283)
('onderhoud', 0.22426261231813946)


('afvaldumping', 0.3707875068925774)
('buitengebied', 0.3259348298496537)
('afval', 0.31498851245510856)
('teneinde', 0.28108215280672993)
('huishoudelijk', 0.27809063016943303)


('autoweg', 0.28668012950605803)
('trekker', 0.28668012950605803)
('ketenaansprakelijkheid', 0.2520015844517231)
('minimumloon', 0.2520015844517231)
('inzichtelijk', 0.19703739096103307)


('luchtwasser', 0.5565032789636976)
('combiluchtwasser', 0.2669481131134898)
('norm', 0.2024358383088419)
('meting', 0.19959699957528274)
('duitsland', 0.19404673133761763)


('milieuzone', 0.4694955797344909)
('uniform', 0.360789252039809)
('januari', 0.19651675890146247)
('gemeente', 0.16471089444158768)
('gemeentebestuur', 0.13690212795456788)


('compensatie', 0.5526073540381046)
('passagier', 0.46726877847279624)
('storm', 0.2763036770190523)
('overmacht', 0.20955099438008135)
('luchtvaartmaatschappij', 0.12185944312171258)


('additioneel', 0.2535008299831774)
('milieueffectrapportage', 0.19820963528866478)
('directeurgeneraal', 0.19225712655097177)
('vogelaantrekken', 0.19225712655097177)
('naleven', 0.19045150684013507)


('haven', 0.4017699984715346)
('prijs', 0.20758233317783914)
('verduurzaming', 0.19093951541638898)
('realistisch', 0.17556924744457433)
('havenbedrijf', 0.14929360079565956)


('terschelling', 0.39657703255700577)
('oesterbank', 0.2974327744177543)
('waddenzee', 0.2974327744177543)
('zeehond', 0.2974327744177543)
('haven', 0.24450833641832678)


('vuurwerk', 0.42644286854590363)
('vuurwerkopslagplaats', 0.31252169612130104)
('branden', 0.2747172004345127)
('blussen', 0.25001735689704085)
('klasse', 0.25001735689704085)


('geel', 0.3468061516101833)
('oostvaardersplassen', 0.3468061516101833)
('beleidskader', 0.3048544028982793)
('beoordelen', 0.1808835091724198)
('belangenverstrengeling', 0.17340307580509165)


('magnetisch', 0.6712476988600011)
('veld', 0.3100295373154266)
('straling', 0.25287838195494394)
('blootstelling', 0.21807917868417304)
('schadelijkheid', 0.1550147686577133)


('tractor', 0.620439486738225)
('rijden', 0.2596375226706761)
('deel', 0.24184723896294927)
('verbod', 0.23425374056054266)
('routekeuze', 0.20681316224607502)


('plastic', 0.5558234927715161)
('rietje', 0.34508350948590827)
('soep', 0.14879786825658234)
('miljard', 0.12505398177021054)
('and', 0.12101930182476771)


('tgg', 0.5149194241229397)
('bunschoten', 0.25745971206146984)
('westdijk', 0.25745971206146984)
('toepassing', 0.21870414250751918)
('grond', 0.1771789846493723)


('rijnlandpalts', 0.4495679714344937)
('deelstaat', 0.3161484301418117)
('levensduurverlenging', 0.2044818623520213)
('duits', 0.2036871885735)
('april', 0.19401179567634866)


('scooter', 0.3854165832438994)
('boete', 0.2793403744312367)
('brommer', 0.2630728125901383)
('verkeersbord', 0.2630728125901383)
('berijder', 0.17538187506009223)


('deelplatform', 0.601089547024069)
('arrest', 0.36065372821444136)
('ophetgebiedvan', 0.31701409801779595)
('regel', 0.20745123010464472)
('hof', 0.1943378876767146)


('translink', 0.4364869000156205)
('proef', 0.3883449816275629)
('telecomprovider', 0.3240142819073353)
('vervoer', 0.21840982759426741)
('deur', 0.18987971615221494)


('experiment', 0.5053583911924537)
('mislukken', 0.32677421442536475)
('bedrag', 0.24926171589676646)
('translink', 0.24508066081902355)
('proef', 0.21804971631365944)


('luchtkwaliteit', 0.3665775805153113)
('richtlijn', 0.2603085226474643)
('inhetlichtvan', 0.18892301890510782)
('schiphol', 0.17676979061031214)
('april', 0.16529569765738494)


('lelystad', 0.22375953373475235)
('gewobde', 0.20738502228534378)
('vrijgeven', 0.20738502228534378)
('vliegbeweging', 0.20553879208700293)
('mer', 0.1981881300679527)


('professioneel', 0.40487017573546524)
